seat_id,flight_id,seat_number,seat_class,seat_price,seat_status
697,251,1B,Business,17714.61,Booked
698,392,1A,Premium Economy,9618.46,Available
699,18,1A,Economy,5701.46,Booked
700,509,1B,First,33133.56,Booked
701,746,1B,Economy,4238.65,Booked
702,404,1A,Business,14866.95,Booked
703,975,1A,Economy,5313.86,Booked
704,382,1A,First,34396.07,Booked
705,782,1A,Economy,4534.44,Booked
706,560,1A,Business,16261.43,Booked
707,732,1A,Economy,5113.91,Booked
708,111,1B,Economy,5842.42,Booked
709,464,1A,Economy,4857.24,Booked
710,230,1C,Premium Economy,10695.86,Booked
711,592,1A,Economy,5321.36,Available
712,999,1A,Economy,4687.94,Booked
713,26,1A,First,28292.21,Booked
714,407,1A,Economy,5663.75,Booked
715,790,1A,Economy,5125.93,Booked
716,238,1D,Economy,5425.86,Booked
717,458,1B,Economy,4763.24,Available
718,379,1C,Premium Economy,8703.41,Available
719,489,1B,Premium Economy,8685.85,Available
720,577,1A,Economy,5487.15,Booked
721,112,1A,Economy,4782.86,Booked
722,659,1A,Premium Economy,10982.61,Booked
723,319,1A,Economy,5602.92,Booked
724,341,1A,First,25793.27,Booked
725,148,1A,Premium Economy,9647.32,Available
726,830,1A,Premium Economy,7891.45,Booked
727,646,1E,Economy,4794.68,Booked
728,1000,1A,Economy,4400.31,Booked
729,86,1B,First,33865.82,Booked
730,98,1B,First,34560.28,Available
731,575,1B,Economy,5721.89,Booked
732,174,1B,Premium Economy,8778.09,Booked
733,213,1A,Economy,4776.4,Booked
734,886,1B,Premium Economy,9980.2,Available
735,965,1B,Business,15787.74,Booked
736,502,1B,Economy,5575.08,Booked
737,608,1C,Economy,4610.15,Available
738,256,1A,Economy,4824.65,Booked
739,86,1C,Economy,4213.32,Booked
740,145,1B,Economy,4411.09,Booked
741,413,1A,Economy,5215.01,Booked
742,632,1B,Economy,4863.11,Available
743,859,1C,Economy,4513.98,Booked
744,485,1A,Business,13865.41,Booked
745,536,1A,Economy,5278.88,Booked
746,741,1B,Economy,4053.11,Booked
747,860,1A,First,25340.88,Booked
748,581,1A,Economy,4601.27,Booked
749,779,1A,Business,16908.47,Booked
750,239,1A,Economy,4174.9,Booked
751,61,1A,Economy,5195.67,Booked
752,786,1B,Economy,5013.39,Booked
753,506,1C,First,26286.02,Booked
754,259,1A,Premium Economy,8175.88,Booked
755,422,1C,Economy,4368.47,Booked
756,319,1B,Economy,5572.75,Available
757,759,1C,Premium Economy,9374.92,Booked
758,346,1A,Business,16170.64,Booked
759,855,1B,Economy,5733.53,Available
760,155,1A,Business,18261.88,Booked
761,38,1A,Economy,5731.65,Booked
762,330,1A,Business,14146.65,Booked
763,706,1A,Premium Economy,9656.36,Booked
764,579,1B,Economy,4229.5,Booked
765,614,1A,Economy,4329.45,Booked
766,417,1B,Economy,4657.31,Booked
767,893,1A,Economy,5235.28,Booked
768,6,1A,Business,18204.38,Available
769,275,1C,Business,17512.23,Booked
770,707,1B,Economy,4493.2,Booked
771,215,1A,Economy,5778.7,Booked
772,774,1C,Economy,5479.3,Booked
773,576,1B,Economy,4155.52,Booked
774,814,1B,First,30580.74,Booked
775,501,1C,Business,17457.96,Booked
776,559,1A,Premium Economy,9659.85,Booked
777,512,1A,Business,14045.72,Available
778,321,1B,Premium Economy,10750.35,Booked
779,983,1B,Economy,5313.97,Booked
780,668,1A,Economy,5412.46,Available
781,242,1A,Economy,4558.61,Booked
782,330,1B,Economy,5424.34,Booked
783,473,1A,Economy,5177.41,Available
784,726,1A,Economy,4728.72,Booked
785,495,1B,Economy,4934.23,Booked
786,527,1A,Economy,4921.39,Booked
787,569,1A,Economy,4945.71,Available
788,880,1B,Premium Economy,8626.46,Booked
789,758,1A,Premium Economy,7837.39,Booked
790,751,1E,Business,14628.47,Booked
791,84,1B,Economy,5655.77,Booked
792,944,1A,Premium Economy,9592.33,Booked
793,108,1A,Economy,4614.58,Booked
794,436,1D,Economy,4100.33,Available
795,717,1B,First,29510.9,Booked
796,80,1B,Economy,5017.97,Available
797,385,1A,Business,17604.99,Available
798,131,1B,Economy,4965.07,Available
799,776,1C,Business,16552.47,Booked
800,14,1B,Premium Economy,7802.05,Booked
801,166,1B,Economy,4873.02,Booked
802,533,1B,Economy,4448.82,Booked
803,767,1B,Economy,5335.26,Booked
804,125,1B,Economy,5078.06,Booked
805,171,1D,Economy,4131.42,Booked
806,203,1B,Economy,5670.58,Available
807,449,1A,Economy,4572.8,Booked
808,891,1B,Business,17457.57,Booked
809,996,1B,Business,15484.5,Booked
810,117,1B,Economy,4751.85,Booked
811,40,1C,Economy,5701.65,Booked
812,907,1B,Economy,4330.67,Booked
813,435,1A,Economy,5169.17,Booked
814,508,1A,Economy,5709.92,Booked
815,175,1A,Premium Economy,10064.59,Booked
816,642,1B,Business,15358.44,Booked
817,823,1B,Business,17420.02,Booked
818,538,1C,Business,15955.22,Booked
819,499,1B,Economy,5532.4,Booked
820,144,1A,Economy,5566.74,Booked
821,767,1C,Economy,5452.61,Booked
822,896,1A,Economy,4068.77,Booked
823,561,1A,Premium Economy,7792.12,Booked
824,429,1E,Premium Economy,8088.22,Booked
825,409,1B,Premium Economy,7889.78,Booked
826,10,1A,Economy,4336.06,Booked
827,304,1A,Premium Economy,7876.1,Available
828,121,1B,Economy,4351.26,Booked
829,446,1A,Premium Economy,10898.08,Booked
830,302,1A,Premium Economy,10013.07,Available
831,738,1A,Economy,4565.59,Booked
832,945,1A,Business,15069.0,Booked
833,902,1B,Premium Economy,8992.68,Available
834,693,1A,Business,14712.76,Available
835,278,1A,Economy,5573.62,Booked
836,536,1B,Economy,4982.81,Available
837,331,1C,Economy,4911.88,Booked
838,630,1A,Economy,4118.46,Booked
839,911,1B,Economy,4200.49,Booked
840,381,1A,Premium Economy,7879.16,Booked
841,578,1B,Economy,4717.62,Booked
842,666,1A,Premium Economy,9152.88,Booked
843,170,1B,Premium Economy,9903.78,Booked
844,145,1C,Economy,5804.11,Booked
845,298,1D,Premium Economy,10114.69,Booked
846,536,1C,Economy,4075.58,Booked
847,702,1A,Economy,5597.08,Available
848,210,1A,Economy,4365.95,Booked
849,823,1C,Economy,5672.81,Booked
850,629,1C,Economy,4734.06,Booked
851,975,1B,Business,16533.57,Booked
852,732,1B,Economy,5178.98,Available
853,381,1B,Economy,5348.13,Booked
854,532,1C,Economy,4842.95,Booked
855,620,1D,Business,17109.96,Booked
856,258,1A,Economy,4339.98,Available
857,484,1B,Economy,4621.6,Booked
858,474,1A,Economy,4167.24,Available
859,216,1C,Economy,4081.43,Available
860,959,1A,Premium Economy,10111.87,Booked
861,339,1A,Economy,4119.17,Available
862,950,1A,Business,17605.9,Available
863,765,1A,Economy,4056.16,Booked
864,738,1B,Economy,4747.55,Booked
865,873,1A,Economy,5592.61,Booked
866,951,1B,Premium Economy,7769.66,Booked
867,139,1A,Economy,4085.63,Booked
868,169,1A,Business,16358.57,Booked
869,537,1A,Economy,4744.9,Available
870,733,1B,Premium Economy,8965.01,Booked
871,850,1A,Business,14926.01,Booked
872,486,1A,Economy,4500.08,Booked
873,11,1A,First,32331.01,Booked
874,326,1C,Economy,5667.44,Available
875,427,1A,Economy,5633.0,Booked
876,184,1A,Economy,4566.35,Booked
877,154,1C,Premium Economy,10924.33,Booked
878,482,1C,Economy,4512.98,Available
879,69,1B,Economy,5382.01,Booked
880,6,1B,Economy,4589.74,Booked
881,320,1B,Economy,4788.67,Booked
882,719,1A,Business,18610.1,Available
883,193,1A,First,26600.27,Booked
884,205,1A,Economy,4424.58,Booked
885,711,1A,Economy,5640.52,Booked
886,97,1A,Economy,4864.16,Available
887,551,1C,First,30391.39,Booked
888,470,1B,Economy,5247.67,Available
889,339,1B,Economy,5003.89,Booked
890,97,1B,Economy,5332.66,Available
891,63,1B,Economy,5756.41,Available
892,640,1A,Premium Economy,10316.03,Available
893,480,1A,Economy,4884.08,Booked
894,609,1A,Business,18252.47,Booked
895,161,1D,Economy,4602.42,Booked
896,69,1C,Economy,4896.42,Booked
897,359,1A,Economy,4864.18,Booked
898,652,1B,Business,19234.4,Booked
899,573,1A,Business,15972.71,Booked
900,905,1A,Economy,4657.83,Booked
901,232,1A,Business,17457.91,Booked
902,354,1A,Business,16090.7,Booked
903,644,1A,Business,13643.01,Booked
904,15,1A,Economy,5071.31,Booked
905,951,1C,Economy,5820.54,Booked
906,198,1A,Premium Economy,10265.42,Available
907,282,1A,Economy,5085.12,Booked
908,292,1C,Business,14404.1,Booked
909,841,1A,Economy,4492.26,Available
910,934,1B,Premium Economy,10242.91,Available
911,889,1A,Economy,5148.64,Booked
912,437,1C,Premium Economy,9454.0,Available
913,599,1B,Economy,4113.54,Available
914,747,1A,Economy,4167.65,Booked
915,314,1A,Economy,5706.31,Booked
916,377,1A,Business,15489.05,Booked
917,640,1B,Economy,5726.81,Booked
918,786,1C,Economy,5388.45,Booked
919,413,1B,First,28644.69,Booked
920,957,1A,Economy,5171.82,Booked
921,261,1A,Economy,5678.13,Booked
922,575,1C,Economy,4659.52,Booked
923,555,1B,Economy,4595.83,Available
924,657,1A,Business,14458.87,Booked
925,676,1B,Business,14479.54,Booked
926,208,1B,Economy,5688.42,Available
927,80,1C,Economy,5061.0,Booked
928,607,1A,Economy,5309.75,Booked
929,157,1A,Economy,5576.39,Booked
930,106,1A,Economy,4254.05,Booked
931,749,1B,Business,18955.11,Booked
932,222,1A,Economy,4120.88,Booked
933,287,1B,Business,16336.88,Booked
934,183,1C,Economy,5430.85,Available
935,270,1D,Economy,5827.99,Booked
936,578,1C,Economy,4843.69,Booked
937,105,1B,Economy,4855.2,Booked
938,130,1C,Economy,4935.18,Booked
939,817,1A,Premium Economy,8819.02,Available
940,535,1A,Economy,4203.02,Available
941,602,1A,Economy,4369.02,Booked
942,661,1A,Economy,5269.27,Available
943,785,1C,Business,14165.83,Booked
944,393,1A,Business,19262.49,Booked
945,339,1C,Economy,5191.6,Booked
946,590,1C,Economy,5477.01,Booked
947,791,1C,Premium Economy,8856.02,Booked
948,874,1A,First,30741.2,Booked
949,607,1B,Economy,5112.58,Available
950,620,1E,First,29290.42,Booked
951,284,1A,Economy,4974.16,Booked
952,990,1A,First,35327.93,Booked
953,827,1A,Economy,4623.42,Available
954,755,1A,Economy,5218.93,Booked
955,893,1B,Premium Economy,8544.59,Booked
956,631,1B,First,28980.2,Available
957,685,1C,Economy,5841.17,Booked
958,932,1B,Premium Economy,9892.0,Booked
959,485,1B,Economy,4106.47,Available
960,215,1B,Business,19059.27,Booked
961,173,1B,Economy,5082.57,Available
962,3,1A,Economy,4409.36,Booked
963,803,1C,Economy,4749.11,Booked
964,238,1E,Premium Economy,8568.96,Booked
965,222,1B,Economy,4710.23,Available
966,94,1A,Economy,5838.58,Booked
967,952,1A,Economy,5323.1,Booked
968,823,1D,Economy,4673.23,Booked
969,630,1B,Economy,4397.23,Booked
970,151,1A,Economy,4199.95,Booked
971,147,1B,Economy,5259.25,Booked
972,169,1B,Business,18980.05,Booked
973,487,1A,Business,18874.91,Booked
974,896,1B,Economy,4281.35,Booked
975,1,1A,Premium Economy,8476.07,Booked
976,332,1B,Economy,4166.93,Available
977,80,1D,Economy,4476.5,Booked
978,918,1B,Economy,4185.74,Booked
979,994,1A,Premium Economy,10154.11,Booked
980,54,1A,Economy,5686.04,Booked
981,141,1C,Economy,5098.96,Available
982,524,1B,First,36054.03,Booked
983,827,1B,Economy,4645.62,Available
984,451,1A,Premium Economy,9732.72,Booked
985,436,1E,Economy,4299.69,Booked
986,681,1A,Business,19059.37,Booked
987,484,1C,Economy,5342.86,Booked
988,335,1B,Economy,4829.34,Booked
989,310,1B,Premium Economy,8364.74,Available
990,513,1A,Premium Economy,8965.46,Booked
991,779,1B,Economy,4396.75,Booked
992,121,1C,Business,17749.43,Booked
993,247,1B,Economy,5321.29,Booked
994,574,1B,Economy,5366.82,Booked
995,403,1A,Economy,5599.62,Booked
996,387,1B,Economy,4963.65,Booked
997,793,1B,Economy,5803.54,Booked
998,395,1A,Economy,5630.72,Booked
999,724,1C,Economy,4390.82,Booked
1000,486,1B,Economy,5421.0,Booked
