airport_id,airport_name,city,country,iata_code
461,Meghanview International Airport,Meghanview,Congo,SLA
462,Davidport International Airport,Davidport,Nicaragua,CGV
463,New Danielleshire International Airport,New Danielleshire,Western Sahara,OSN
464,East Donna International Airport,East Donna,Saint Helena,CHH
465,Meganshire International Airport,Meganshire,Armenia,BKU
466,North Brandonshire International Airport,North Brandonshire,Estonia,LCX
467,Port Ashley International Airport,Port Ashley,Niger,PAN
468,South Pamelaside International Airport,South Pamelaside,French Guiana,GDL
469,Timothyfurt International Airport,Timothyfurt,French Southern Territories,PGK
470,Joneston International Airport,Joneston,Cayman Islands,RCZ
471,Perrymouth International Airport,Perrymouth,Costa Rica,BNN
472,Catherinemouth International Airport,Catherinemouth,Tokelau,ZOK
473,Jessicastad International Airport,Jessicastad,Iran,MQZ
474,Port Mitchell International Airport,Port Mitchell,Monaco,GAU
475,West Johnville International Airport,West Johnville,Ethiopia,ITQ
476,Wrightville International Airport,Wrightville,Australia,BOV
477,Soniachester International Airport,Soniachester,Egypt,EUM
478,Port Mark International Airport,Port Mark,Morocco,SQV
479,Jamesburgh International Airport,Jamesburgh,Luxembourg,BUL
480,Jimenezport International Airport,Jimenezport,Luxembourg,HBF
481,North Sierrahaven International Airport,North Sierrahaven,Kuwait,BYN
482,East Brandy International Airport,East Brandy,Australia,ZOG
483,West Troyfort International Airport,West Troyfort,France,TEJ
484,Port Danielberg International Airport,Port Danielberg,Turkmenistan,UWI
485,Jessicafurt International Airport,Jessicafurt,Haiti,DJX
486,South Brettside International Airport,South Brettside,Congo,TXK
487,Angelaland International Airport,Angelaland,Hungary,ZMM
488,Duranview International Airport,Duranview,Sweden,YNU
489,East Theresafurt International Airport,East Theresafurt,Holy See (Vatican City State),SCP
490,Angelastad International Airport,Angelastad,Saudi Arabia,VOI
491,East Carrie International Airport,East Carrie,Iran,PLR
492,North Benjaminmouth International Airport,North Benjaminmouth,Spain,JBW
493,Stoneberg International Airport,Stoneberg,New Caledonia,JZH
494,West Sarah International Airport,West Sarah,Ghana,ZYB
495,South Vicki International Airport,South Vicki,Saint Vincent and the Grenadines,QJU
496,Brittneyhaven International Airport,Brittneyhaven,Switzerland,RYD
497,Ericksonport International Airport,Ericksonport,Lebanon,PUA
498,West Markville International Airport,West Markville,Israel,BUJ
499,Lauratown International Airport,Lauratown,Nepal,JOP
500,Bakershire International Airport,Bakershire,Morocco,RYJ
501,Lake Brett International Airport,Lake Brett,Lesotho,TON
502,New Cristina International Airport,New Cristina,Niger,KQG
503,Hernandezbury International Airport,Hernandezbury,Antigua and Barbuda,CTM
504,East Andrewmouth International Airport,East Andrewmouth,Italy,KOG
505,South Hannah International Airport,South Hannah,Isle of Man,GLZ
506,Salaston International Airport,Salaston,Romania,HXM
507,New Jared International Airport,New Jared,Greece,DWL
508,Foxmouth International Airport,Foxmouth,Zimbabwe,XLC
509,South Rhonda International Airport,South Rhonda,Guam,RVI
510,Ericaview International Airport,Ericaview,New Zealand,JBO
511,Leebury International Airport,Leebury,Fiji,XWS
512,Jeffreyport International Airport,Jeffreyport,Sierra Leone,YQU
513,Janetfort International Airport,Janetfort,Ghana,DUA
514,Baileyview International Airport,Baileyview,France,OJU
515,New Ericafurt International Airport,New Ericafurt,Ukraine,OPC
516,Cardenasberg International Airport,Cardenasberg,French Guiana,IZS
517,West Stephanieland International Airport,West Stephanieland,Guatemala,NTV
518,Douglasfort International Airport,Douglasfort,Croatia,BZQ
519,Port Amanda International Airport,Port Amanda,Venezuela,LRI
520,Derrickshire International Airport,Derrickshire,Dominican Republic,WUQ
521,North Elizabeth International Airport,North Elizabeth,Marshall Islands,EZL
522,Lake Jesse International Airport,Lake Jesse,Bolivia,XBD
523,Riverafort International Airport,Riverafort,Bolivia,DEI
524,North Tamara International Airport,North Tamara,Vanuatu,SIY
525,South Denise International Airport,South Denise,Turkmenistan,XVG
526,Woodsborough International Airport,Woodsborough,Saudi Arabia,QOD
527,Manuelton International Airport,Manuelton,United States of America,HNN
528,Lake Audreyside International Airport,Lake Audreyside,Saint Vincent and the Grenadines,EYE
529,East Robertburgh International Airport,East Robertburgh,Vietnam,RSP
530,Port Randyfort International Airport,Port Randyfort,Colombia,VOV
531,Nancytown International Airport,Nancytown,French Southern Territories,ABQ
532,West Justinside International Airport,West Justinside,Malta,OQT
533,Smallberg International Airport,Smallberg,Thailand,KQM
534,Nelsonville International Airport,Nelsonville,Greenland,QHY
535,Lake Stephen International Airport,Lake Stephen,Equatorial Guinea,MUR
536,North Jill International Airport,North Jill,Somalia,HBB
537,Ashleyborough International Airport,Ashleyborough,China,LMF
538,Wilcoxhaven International Airport,Wilcoxhaven,Greece,PIS
539,South Elizabethburgh International Airport,South Elizabethburgh,Burundi,TWZ
540,Morrisbury International Airport,Morrisbury,Albania,DJO
541,Patrickmouth International Airport,Patrickmouth,Sao Tome and Principe,IMG
542,Stephanieport International Airport,Stephanieport,Myanmar,JPG
543,West Desireebury International Airport,West Desireebury,Bahamas,WEI
544,South Kurtfurt International Airport,South Kurtfurt,Poland,PIT
545,Hannahport International Airport,Hannahport,Heard Island and McDonald Islands,MNM
546,East Susan International Airport,East Susan,Lesotho,IAY
547,South Julie International Airport,South Julie,New Caledonia,NZF
548,Robertside International Airport,Robertside,United States Minor Outlying Islands,JBM
549,Toddborough International Airport,Toddborough,Serbia,WRM
550,Lake Karen International Airport,Lake Karen,Tunisia,NWL
551,New Seanstad International Airport,New Seanstad,Belarus,WST
552,North Mariahaven International Airport,North Mariahaven,Cook Islands,JKO
553,East Mark International Airport,East Mark,Mali,FOB
554,Wilsonborough International Airport,Wilsonborough,Saint Barthelemy,NTH
555,Davishaven International Airport,Davishaven,Kiribati,ZRD
556,South Davidchester International Airport,South Davidchester,Korea,ZKU
557,New Stevenport International Airport,New Stevenport,Saint Kitts and Nevis,IYT
558,South Jonathantown International Airport,South Jonathantown,Samoa,FNN
559,New Charles International Airport,New Charles,Jamaica,BDI
560,Isabellaside International Airport,Isabellaside,Bahamas,MLP
561,South Anthonychester International Airport,South Anthonychester,Cocos (Keeling) Islands,NIP
562,Port Darlene International Airport,Port Darlene,Saint Lucia,EZT
563,Brooksfurt International Airport,Brooksfurt,Kiribati,HIV
564,Bennettside International Airport,Bennettside,Burkina Faso,NSH
565,Davidside International Airport,Davidside,India,VJR
566,Lake Tiffany International Airport,Lake Tiffany,Syrian Arab Republic,ZPU
567,Port Andrewport International Airport,Port Andrewport,Kyrgyz Republic,SRA
568,Patelbury International Airport,Patelbury,Egypt,MZU
569,Reedview International Airport,Reedview,Comoros,UPS
570,North Lisachester International Airport,North Lisachester,Nicaragua,PEQ
571,East Jamieville International Airport,East Jamieville,Nepal,QVD
572,South Carlaton International Airport,South Carlaton,Ecuador,RAY
573,South Scottside International Airport,South Scottside,Cuba,CAI
574,East Williamport International Airport,East Williamport,Djibouti,DRK
575,Barbaramouth International Airport,Barbaramouth,Dominica,UXW
576,Nancyhaven International Airport,Nancyhaven,Cyprus,TBD
577,Turnerton International Airport,Turnerton,Moldova,FIR
578,Lake Erika International Airport,Lake Erika,Moldova,NIE
579,Williamsstad International Airport,Williamsstad,Western Sahara,XIJ
580,Floydmouth International Airport,Floydmouth,Qatar,USQ
581,Russellport International Airport,Russellport,Honduras,SPE
582,Port Amanda International Airport,Port Amanda,Dominican Republic,GOF
583,West Meredith International Airport,West Meredith,Cambodia,ZHH
584,Melendezside International Airport,Melendezside,Isle of Man,FSI
585,Grantberg International Airport,Grantberg,Iceland,JYU
586,West James International Airport,West James,Oman,JZV
587,South Melanieland International Airport,South Melanieland,Mauritania,YUH
588,North Joseph International Airport,North Joseph,Peru,HSJ
589,Port Charlesshire International Airport,Port Charlesshire,Saint Kitts and Nevis,LGM
590,South Jason International Airport,South Jason,United States of America,FOY
591,Kevintown International Airport,Kevintown,Croatia,SDQ
592,Lake David International Airport,Lake David,Saudi Arabia,PGR
593,Rochaborough International Airport,Rochaborough,Indonesia,NQB
594,New Marc International Airport,New Marc,Finland,KSC
595,Owensstad International Airport,Owensstad,Gambia,UAO
596,Michaelfort International Airport,Michaelfort,Lao People's Democratic Republic,YKY
597,Port Tinafort International Airport,Port Tinafort,Senegal,WMF
598,Robinstad International Airport,Robinstad,Germany,ZIQ
599,Williamsbury International Airport,Williamsbury,Saint Vincent and the Grenadines,XCO
600,North Jose International Airport,North Jose,Vietnam,NSY
601,Phillipsborough International Airport,Phillipsborough,Greenland,XEW
602,South Ashley International Airport,South Ashley,Ecuador,EXZ
603,Piercemouth International Airport,Piercemouth,Equatorial Guinea,KMY
604,Levyfort International Airport,Levyfort,Kuwait,ZYW
605,Lake Laura International Airport,Lake Laura,Chile,AOC
606,Lake Amy International Airport,Lake Amy,Colombia,OMY
607,New Arthurland International Airport,New Arthurland,Western Sahara,CEL
608,Port Adamberg International Airport,Port Adamberg,Tajikistan,GET
609,North Jasmine International Airport,North Jasmine,Algeria,UOT
610,New Stephen International Airport,New Stephen,Bahamas,EWX
611,Hopkinstown International Airport,Hopkinstown,Albania,VNC
612,Smithhaven International Airport,Smithhaven,Saint Helena,RED
613,Amandaport International Airport,Amandaport,Andorra,IGG
614,Drakeburgh International Airport,Drakeburgh,Botswana,GTY
615,New Eduardoborough International Airport,New Eduardoborough,Niger,HSA
616,Lisaview International Airport,Lisaview,South Africa,QSB
617,Millerfurt International Airport,Millerfurt,Kuwait,DHK
618,Lake Jeremiah International Airport,Lake Jeremiah,Poland,NXS
619,Lake Victoriaton International Airport,Lake Victoriaton,Bermuda,HPF
620,Grayside International Airport,Grayside,Lebanon,DDT
621,Lake Albertburgh International Airport,Lake Albertburgh,Belize,PKO
622,Brucemouth International Airport,Brucemouth,Mongolia,MNR
623,New Samanthabury International Airport,New Samanthabury,Croatia,FGT
624,Nelsonland International Airport,Nelsonland,Poland,WCL
625,Rachelshire International Airport,Rachelshire,Palestinian Territory,SCO
626,East Sarahmouth International Airport,East Sarahmouth,Andorra,BON
627,New Douglas International Airport,New Douglas,Swaziland,ODI
628,Hickmanport International Airport,Hickmanport,Central African Republic,PCN
629,New Mary International Airport,New Mary,Iceland,VLN
630,Patrickberg International Airport,Patrickberg,Somalia,LBM
631,New Juliestad International Airport,New Juliestad,Austria,USK
632,South Jesseland International Airport,South Jesseland,Guam,VTP
633,Novakmouth International Airport,Novakmouth,Antarctica (the territory South of 60 deg S),BIB
634,Kristenmouth International Airport,Kristenmouth,Liechtenstein,YAK
635,West Angela International Airport,West Angela,Honduras,TTZ
636,Lopezshire International Airport,Lopezshire,Panama,JWX
637,Millerport International Airport,Millerport,South Georgia and the South Sandwich Islands,JRR
638,Lake Charles International Airport,Lake Charles,Ethiopia,OQJ
639,South Jennifer International Airport,South Jennifer,North Macedonia,ENN
640,Lake Peter International Airport,Lake Peter,Guyana,SFA
641,North Adamport International Airport,North Adamport,Kenya,AHR
642,Kathleenville International Airport,Kathleenville,Bulgaria,ONV
643,East Ryanside International Airport,East Ryanside,Moldova,GJH
644,Garcialand International Airport,Garcialand,Guinea,YSC
645,New Carlymouth International Airport,New Carlymouth,Tonga,VKT
646,Smithchester International Airport,Smithchester,Iceland,WAF
647,Lake Rachelbury International Airport,Lake Rachelbury,Montserrat,CAP
648,Lake Oscar International Airport,Lake Oscar,Burundi,SBT
649,Kevinfort International Airport,Kevinfort,Cameroon,KGF
650,East Ryanchester International Airport,East Ryanchester,French Southern Territories,WBN
651,Pattonstad International Airport,Pattonstad,El Salvador,HVT
652,Lake Colleen International Airport,Lake Colleen,Nepal,IPR
653,South Daniel International Airport,South Daniel,Gabon,IHD
654,South Martinfurt International Airport,South Martinfurt,Spain,RFH
655,Scottchester International Airport,Scottchester,Suriname,BYW
656,West Malik International Airport,West Malik,Yemen,XQL
657,South Leon International Airport,South Leon,Indonesia,MZY
658,Kellyfort International Airport,Kellyfort,Morocco,RUI
659,West Nicholas International Airport,West Nicholas,Svalbard & Jan Mayen Islands,KDJ
660,Diazshire International Airport,Diazshire,Cook Islands,TMW
661,Lake Katrina International Airport,Lake Katrina,Anguilla,HSU
662,Hahnborough International Airport,Hahnborough,Kazakhstan,XOZ
663,Marieland International Airport,Marieland,Svalbard & Jan Mayen Islands,ODG
664,Chambersberg International Airport,Chambersberg,North Macedonia,FQX
665,Johnberg International Airport,Johnberg,Saint Barthelemy,WCS
666,Mccormickland International Airport,Mccormickland,Kiribati,EGR
667,Aguilarside International Airport,Aguilarside,Madagascar,PWE
668,Stephensstad International Airport,Stephensstad,Reunion,TSO
669,North Kaylastad International Airport,North Kaylastad,Chad,MWI
670,New Tonyafurt International Airport,New Tonyafurt,Sao Tome and Principe,YAY
671,Tammychester International Airport,Tammychester,Botswana,ZDZ
672,North Jonathanhaven International Airport,North Jonathanhaven,San Marino,MGP
673,South Neil International Airport,South Neil,Kyrgyz Republic,FXO
674,West Whitney International Airport,West Whitney,Liberia,UJN
675,West Robertland International Airport,West Robertland,Brazil,JGN
676,West Larry International Airport,West Larry,Korea,MCZ
677,New Timothy International Airport,New Timothy,Lebanon,MVX
678,South Jennifermouth International Airport,South Jennifermouth,Ghana,YPK
679,West Bradleyville International Airport,West Bradleyville,Angola,DIJ
680,Deborahburgh International Airport,Deborahburgh,Venezuela,VMR
681,New Greg International Airport,New Greg,Cayman Islands,RGV
682,Anitamouth International Airport,Anitamouth,Djibouti,ZQM
683,Sotoburgh International Airport,Sotoburgh,Northern Mariana Islands,EUE
684,Fosterborough International Airport,Fosterborough,Korea,SMX
685,Priceborough International Airport,Priceborough,Costa Rica,OQB
686,Karenland International Airport,Karenland,Morocco,AWY
687,Port Monicaburgh International Airport,Port Monicaburgh,Haiti,RTK
688,Jamesville International Airport,Jamesville,Estonia,VGS
689,Rosemouth International Airport,Rosemouth,Nepal,ANJ
690,Carrshire International Airport,Carrshire,Brazil,QRQ
691,Michaelmouth International Airport,Michaelmouth,Niger,MMA
692,Port Emily International Airport,Port Emily,South Georgia and the South Sandwich Islands,OAN
693,Samanthashire International Airport,Samanthashire,Belize,HZA
694,West David International Airport,West David,Gambia,VRU
695,East Nathanielberg International Airport,East Nathanielberg,Malawi,XCC
696,Barnesberg International Airport,Barnesberg,Morocco,DEN
697,Hendersonfort International Airport,Hendersonfort,North Macedonia,VGK
698,New Garrett International Airport,New Garrett,France,ZFR
699,East Leonard International Airport,East Leonard,Korea,WQW
700,Port Michaeltown International Airport,Port Michaeltown,Libyan Arab Jamahiriya,TCJ
701,East Lisa International Airport,East Lisa,Monaco,OBA
702,Ortizfort International Airport,Ortizfort,Israel,EML
703,Burnsland International Airport,Burnsland,Mongolia,UOW
704,Port Kathleenport International Airport,Port Kathleenport,Antigua and Barbuda,CNB
705,Jeffreyport International Airport,Jeffreyport,Chile,FWX
706,Cunninghamfort International Airport,Cunninghamfort,Mexico,MBB
707,New Dannyside International Airport,New Dannyside,Swaziland,YXO
708,Amberton International Airport,Amberton,Senegal,AYI
709,Paynechester International Airport,Paynechester,Bosnia and Herzegovina,YPT
710,West Nancy International Airport,West Nancy,Antigua and Barbuda,SKC
711,Bakerland International Airport,Bakerland,Kazakhstan,EGV
712,Port Lisaborough International Airport,Port Lisaborough,Sudan,KXI
713,Michellechester International Airport,Michellechester,Chad,TDZ
714,Port Jamie International Airport,Port Jamie,Costa Rica,SNZ
715,New Michaelview International Airport,New Michaelview,Nepal,BLV
716,West Tiffany International Airport,West Tiffany,French Guiana,ITY
717,Ashleyhaven International Airport,Ashleyhaven,United Arab Emirates,KUA
718,East Sydneychester International Airport,East Sydneychester,Uruguay,HZM
719,West Michelleberg International Airport,West Michelleberg,Reunion,JYL
720,East Dustin International Airport,East Dustin,Gibraltar,RRC
721,Port Megan International Airport,Port Megan,India,QUS
722,Thomasview International Airport,Thomasview,Niue,CES
723,Brooksland International Airport,Brooksland,North Macedonia,QTI
724,South Zacharyview International Airport,South Zacharyview,Puerto Rico,JHD
725,Shawnfort International Airport,Shawnfort,Greece,ELO
726,Port Kimland International Airport,Port Kimland,Saint Martin,KAJ
727,Reidstad International Airport,Reidstad,Thailand,CPI
728,Port Amandaborough International Airport,Port Amandaborough,Japan,KHK
729,South Joseph International Airport,South Joseph,Switzerland,CXX
730,Matthewshire International Airport,Matthewshire,Bulgaria,ZOE
731,Kramerton International Airport,Kramerton,Aruba,JDH
732,Lake Kristenmouth International Airport,Lake Kristenmouth,Andorra,MBL
733,Port Ericmouth International Airport,Port Ericmouth,Afghanistan,KMB
734,Harrisberg International Airport,Harrisberg,Turkmenistan,PFC
735,Erikview International Airport,Erikview,Bermuda,HYI
736,Johnstad International Airport,Johnstad,Papua New Guinea,QUI
737,North Randy International Airport,North Randy,Gambia,IVW
738,South Diana International Airport,South Diana,Romania,ZDI
739,North Jasonland International Airport,North Jasonland,Bulgaria,YFI
740,New Erin International Airport,New Erin,Algeria,ZZH
741,Lake Matthewville International Airport,Lake Matthewville,Tokelau,SMO
742,Bensonfort International Airport,Bensonfort,Barbados,GJV
743,South Christopher International Airport,South Christopher,Sri Lanka,KCO
744,North Lawrenceport International Airport,North Lawrenceport,Burundi,POR
745,Ayalaberg International Airport,Ayalaberg,Norway,OYM
746,North Alyssa International Airport,North Alyssa,Algeria,SLH
747,South Michael International Airport,South Michael,Croatia,SVU
748,South Christina International Airport,South Christina,Kenya,KMQ
749,North Peggy International Airport,North Peggy,Burundi,GRS
750,New Jessicastad International Airport,New Jessicastad,Japan,UBZ
751,Kyliebury International Airport,Kyliebury,Falkland Islands (Malvinas),MKN
752,East Angelaport International Airport,East Angelaport,Slovakia (Slovak Republic),XRO
753,Port Melanieport International Airport,Port Melanieport,Costa Rica,UJX
754,Lake Peter International Airport,Lake Peter,Oman,NQC
755,Port Rachaelbury International Airport,Port Rachaelbury,Lithuania,QBZ
756,Rodriguezfort International Airport,Rodriguezfort,Northern Mariana Islands,RKT
757,New Pamelatown International Airport,New Pamelatown,Guyana,ZLA
758,Davidshire International Airport,Davidshire,Italy,GNN
759,Amyburgh International Airport,Amyburgh,Serbia,POL
760,Bestland International Airport,Bestland,Andorra,KUP
761,North Joseton International Airport,North Joseton,Uzbekistan,NIA
762,Port Raymondport International Airport,Port Raymondport,Niue,CKZ
763,Hendersonfurt International Airport,Hendersonfurt,Belize,DYD
764,West Christopher International Airport,West Christopher,Belgium,ILF
765,Port Eric International Airport,Port Eric,Greece,MML
766,Willisland International Airport,Willisland,Georgia,SIH
767,Blairbury International Airport,Blairbury,Azerbaijan,QRE
768,North Sandy International Airport,North Sandy,Brazil,ZGE
769,Salazarton International Airport,Salazarton,Georgia,EOY
770,North Alexander International Airport,North Alexander,Burundi,GKE
771,East Tylerstad International Airport,East Tylerstad,Mali,QLA
772,Garyberg International Airport,Garyberg,San Marino,PFP
773,Jessicaville International Airport,Jessicaville,Sierra Leone,KSF
774,West Lindsayview International Airport,West Lindsayview,Malta,TVB
775,West Jennifershire International Airport,West Jennifershire,Niue,CWE
776,South Spencerstad International Airport,South Spencerstad,Azerbaijan,ILG
777,Villarrealburgh International Airport,Villarrealburgh,Heard Island and McDonald Islands,WNQ
778,West Kerri International Airport,West Kerri,Uganda,PPP
779,East Joycetown International Airport,East Joycetown,Aruba,JVQ
780,East Brandonstad International Airport,East Brandonstad,Hungary,VSH
781,East Sarah International Airport,East Sarah,Togo,PCD
782,New Lindachester International Airport,New Lindachester,Czech Republic,DHE
783,Johnmouth International Airport,Johnmouth,Faroe Islands,SNK
784,New Nathanhaven International Airport,New Nathanhaven,Peru,DJE
785,East Jeffreyhaven International Airport,East Jeffreyhaven,Aruba,QSQ
786,Jonesmouth International Airport,Jonesmouth,Tonga,ZOM
787,Kiaraport International Airport,Kiaraport,Greece,DIL
788,New Stephenstad International Airport,New Stephenstad,Cook Islands,BJA
789,Anneport International Airport,Anneport,Saint Vincent and the Grenadines,DVZ
790,South Micheal International Airport,South Micheal,Lithuania,NMR
791,Lake Rachel International Airport,Lake Rachel,Senegal,KVM
792,East Adam International Airport,East Adam,Ireland,CAT
793,East Ambertown International Airport,East Ambertown,Zambia,HHN
794,Aaronfurt International Airport,Aaronfurt,Thailand,ELT
795,Daltonhaven International Airport,Daltonhaven,Dominica,TOC
796,Vasquezton International Airport,Vasquezton,Cambodia,CUV
797,Christopherbury International Airport,Christopherbury,Ukraine,JVB
798,Haynesstad International Airport,Haynesstad,Kuwait,SOZ
799,New Codyberg International Airport,New Codyberg,Northern Mariana Islands,CVT
800,Jonesshire International Airport,Jonesshire,Bahamas,HZL
801,Batesberg International Airport,Batesberg,Dominica,JVL
802,Josemouth International Airport,Josemouth,Vanuatu,ZUG
803,Haynesmouth International Airport,Haynesmouth,Ghana,VPJ
804,Nelsonland International Airport,Nelsonland,Western Sahara,SQE
805,East Kimberly International Airport,East Kimberly,Myanmar,DFF
806,East Danielmouth International Airport,East Danielmouth,Lao People's Democratic Republic,BJH
807,Richardside International Airport,Richardside,Guinea-Bissau,OIS
808,South Kyle International Airport,South Kyle,Estonia,HGW
809,North Ericport International Airport,North Ericport,Sweden,ZRC
810,East Marymouth International Airport,East Marymouth,Cameroon,ZUX
811,Lake Johnstad International Airport,Lake Johnstad,Indonesia,ZWD
812,Lake Kentburgh International Airport,Lake Kentburgh,Antarctica (the territory South of 60 deg S),WGS
813,Bondside International Airport,Bondside,San Marino,MPG
814,North Steven International Airport,North Steven,Spain,KLQ
815,North Alexander International Airport,North Alexander,Switzerland,WCN
816,East James International Airport,East James,Iran,HYJ
817,Ginaland International Airport,Ginaland,Myanmar,YIA
818,Samanthaland International Airport,Samanthaland,Angola,UTT
819,East Rachelmouth International Airport,East Rachelmouth,Sudan,BNF
820,North Rebecca International Airport,North Rebecca,Switzerland,LFG
821,Davidmouth International Airport,Davidmouth,Australia,VIP
822,New Ryan International Airport,New Ryan,Saint Kitts and Nevis,OMI
823,Crawfordfurt International Airport,Crawfordfurt,Pitcairn Islands,RBC
824,Thompsonborough International Airport,Thompsonborough,United States of America,ULD
825,West Joshua International Airport,West Joshua,Turks and Caicos Islands,WLA
826,North Christina International Airport,North Christina,Nicaragua,YFR
827,Lake Kenneth International Airport,Lake Kenneth,Isle of Man,DQE
828,Brownview International Airport,Brownview,Hungary,YHR
829,South James International Airport,South James,Turks and Caicos Islands,GJX
830,Lake Virginia International Airport,Lake Virginia,Mayotte,EKH
831,South Kimberlystad International Airport,South Kimberlystad,Lesotho,SGR
832,Coopershire International Airport,Coopershire,Macao,SAM
833,Paulburgh International Airport,Paulburgh,Anguilla,DFR
834,Carlatown International Airport,Carlatown,Ukraine,ASV
835,Brianfort International Airport,Brianfort,Marshall Islands,ZKD
836,Katiebury International Airport,Katiebury,Cayman Islands,BJS
837,East Dianeview International Airport,East Dianeview,Martinique,CIW
838,Port Wendybury International Airport,Port Wendybury,Morocco,DUT
839,Kellyburgh International Airport,Kellyburgh,Christmas Island,DZD
840,New Louis International Airport,New Louis,Saint Pierre and Miquelon,NAQ
841,Robintown International Airport,Robintown,Romania,LSQ
842,Staceyshire International Airport,Staceyshire,Cambodia,DKR
843,Port Vanessa International Airport,Port Vanessa,Turkmenistan,WCC
844,Weaverburgh International Airport,Weaverburgh,Liechtenstein,TPJ
845,North Brianbury International Airport,North Brianbury,Angola,ZID
846,Smithborough International Airport,Smithborough,Sri Lanka,HCO
847,West Jennifer International Airport,West Jennifer,Uruguay,PPU
848,Brianberg International Airport,Brianberg,Namibia,RWR
849,Port Daniel International Airport,Port Daniel,Malta,THB
850,Susanstad International Airport,Susanstad,Romania,XYM
851,Willismouth International Airport,Willismouth,Gabon,CMP
852,Derekburgh International Airport,Derekburgh,Saint Martin,NZZ
853,Connerfort International Airport,Connerfort,Pakistan,YDW
854,Grantside International Airport,Grantside,Puerto Rico,OJR
855,Jeffreyshire International Airport,Jeffreyshire,Suriname,TYU
856,South Kurt International Airport,South Kurt,Portugal,ABG
857,Davidtown International Airport,Davidtown,Yemen,BBU
858,Rosalesshire International Airport,Rosalesshire,Antigua and Barbuda,NQN
859,New Lucas International Airport,New Lucas,Sudan,NQH
860,Lake Ariana International Airport,Lake Ariana,Vietnam,INF
861,Taylorland International Airport,Taylorland,Dominica,VNK
862,Toniburgh International Airport,Toniburgh,North Macedonia,QVR
863,Port Jennamouth International Airport,Port Jennamouth,Kiribati,BSS
864,West Jasonland International Airport,West Jasonland,Guernsey,WBC
865,Kristintown International Airport,Kristintown,Australia,LLP
866,Kimchester International Airport,Kimchester,Chad,ITT
867,Snyderfurt International Airport,Snyderfurt,Guernsey,DSS
868,Garciafort International Airport,Garciafort,Solomon Islands,USE
869,East Shannon International Airport,East Shannon,South Georgia and the South Sandwich Islands,DUG
870,West Andrewview International Airport,West Andrewview,Zambia,XUA
871,North Matthewfurt International Airport,North Matthewfurt,Central African Republic,UHB
872,New Shellyland International Airport,New Shellyland,Guadeloupe,SOC
873,Bushchester International Airport,Bushchester,Western Sahara,LJM
874,New Pamela International Airport,New Pamela,Cayman Islands,OJG
875,North Markborough International Airport,North Markborough,Ireland,COS
876,Donnaport International Airport,Donnaport,Dominica,FNB
877,North Philipside International Airport,North Philipside,Tajikistan,WGM
878,Hernandezstad International Airport,Hernandezstad,Afghanistan,JDY
879,Millerfort International Airport,Millerfort,Cook Islands,WOX
880,North Jamieport International Airport,North Jamieport,Belgium,TKI
881,Anthonyport International Airport,Anthonyport,Slovenia,KSH
882,Ruizview International Airport,Ruizview,Bermuda,CJN
883,Lopezfurt International Airport,Lopezfurt,Heard Island and McDonald Islands,XEU
884,South Bradley International Airport,South Bradley,Kazakhstan,MHV
885,Bakerview International Airport,Bakerview,Mongolia,IOA
886,East Karenville International Airport,East Karenville,Belize,FOH
887,Lindseychester International Airport,Lindseychester,Saudi Arabia,QMP
888,New Bruce International Airport,New Bruce,Iceland,MUF
889,Sheppardfort International Airport,Sheppardfort,Montserrat,XTG
890,South Kent International Airport,South Kent,Indonesia,AKG
891,New Ashleyhaven International Airport,New Ashleyhaven,South Georgia and the South Sandwich Islands,JVW
892,North Stacy International Airport,North Stacy,Kiribati,YAR
893,East Teresa International Airport,East Teresa,Sri Lanka,WSC
894,East Brad International Airport,East Brad,Belgium,NGM
895,Harrisberg International Airport,Harrisberg,Syrian Arab Republic,BZS
896,Luisland International Airport,Luisland,Benin,NSJ
897,Hawkinsside International Airport,Hawkinsside,Greece,ZCC
898,Apriltown International Airport,Apriltown,Solomon Islands,DVB
899,Rodriguezberg International Airport,Rodriguezberg,Cameroon,OLZ
900,North Annaville International Airport,North Annaville,Solomon Islands,GGI
901,Mikaylastad International Airport,Mikaylastad,Turkey,UST
902,Bakerfort International Airport,Bakerfort,Montserrat,IHB
903,Johnsonview International Airport,Johnsonview,Iraq,FUP
904,New Charlotte International Airport,New Charlotte,Puerto Rico,EEM
905,Williamsmouth International Airport,Williamsmouth,Portugal,KNZ
906,North Julie International Airport,North Julie,Uruguay,FIG
907,Pennytown International Airport,Pennytown,Guadeloupe,DER
908,Larryfort International Airport,Larryfort,Togo,VSB
909,Port Jeremyport International Airport,Port Jeremyport,Samoa,VIC
910,Schroedermouth International Airport,Schroedermouth,Ethiopia,GJN
911,Jacobsland International Airport,Jacobsland,Comoros,RGZ
912,Lewischester International Airport,Lewischester,Saint Vincent and the Grenadines,AKL
913,Malonestad International Airport,Malonestad,Swaziland,TGM
914,New Laceyland International Airport,New Laceyland,Georgia,UDA
915,Taylorhaven International Airport,Taylorhaven,Turkmenistan,VZD
916,East Jamesborough International Airport,East Jamesborough,Taiwan,VJQ
917,East Antonioton International Airport,East Antonioton,Uruguay,QPG
918,Janetview International Airport,Janetview,Heard Island and McDonald Islands,VAB
919,Wagnerville International Airport,Wagnerville,Pitcairn Islands,XVI
920,East Nathanmouth International Airport,East Nathanmouth,Christmas Island,BLE
921,Matthewsstad International Airport,Matthewsstad,Guatemala,OVK
